country,country_code_2_digit,country_code_3_digit,population,reported_date,hospital_occupancy_count,icu_occupancy_count,source
Belgium,BE,BEL,11455519,2020-08-18,335.0,89.0,Country_Website
Bulgaria,BG,BGR,7000039,2020-08-18,768.0,56.0,External_Github
Croatia,HR,HRV,4076246,2020-08-18,120.0,,Country_Website
Czechia,CZ,CZE,10649800,2020-08-18,106.0,27.0,Country_Website
Denmark,DK,DNK,5806081,2020-08-18,18.0,1.0,Country_Website
Estonia,EE,EST,1324820,2020-08-18,7.0,1.0,Country_API
France,FR,FRA,67012883,2020-08-18,4783.0,357.0,Country_Website
Hungary,HU,HUN,9772756,2020-08-18,60.0,6.0,JRC
Iceland,IS,ISL,356991,2020-08-18,1.0,0.0,Country_Website
Ireland,IE,IRL,4904240,2020-08-18,22.0,7.0,Country_Website
Italy,IT,ITA,60359546,2020-08-18,901.0,58.0,Country_Github
Latvia,LV,LVA,1919968,2020-08-18,5.0,,Country_Website
Luxembourg,LU,LUX,613894,2020-08-18,33.0,3.0,Country_Website
Netherlands,NL,NLD,17282163,2020-08-18,,47.0,Other Website
Norway,NO,NOR,5328212,2020-08-18,12.0,,Country_API
Poland,PL,POL,37972812,2020-08-18,2057.0,,Country_Website
Portugal,PT,PRT,10276617,2020-08-18,336.0,38.0,Country_Website
Romania,RO,ROU,19414458,2020-08-18,,479.0,Country_Website
Slovakia,SK,SVK,5450421,2020-08-18,71.0,,JRC
Slovenia,SI,SVN,2080908,2020-08-18,16.0,3.0,Country_Github
United Kingdom,UK,GBR,66647112,2020-08-18,892.0,,Country_Website
Austria,AT,AUT,8858775,2020-08-17,114.0,23.0,Country_Website
Belgium,BE,BEL,11455519,2020-08-17,341.0,91.0,Country_Website
Bulgaria,BG,BGR,7000039,2020-08-17,807.0,56.0,External_Github
Croatia,HR,HRV,4076246,2020-08-17,126.0,,Country_Website
Czechia,CZ,CZE,10649800,2020-08-17,115.0,28.0,Country_Website
Denmark,DK,DNK,5806081,2020-08-17,16.0,1.0,Country_Website
Estonia,EE,EST,1324820,2020-08-17,7.0,1.0,Country_API
Finland,FI,FIN,5517919,2020-08-17,5.0,0.0,External_Github
France,FR,FRA,67012883,2020-08-17,4885.0,361.0,Country_Website
Hungary,HU,HUN,9772756,2020-08-17,62.0,6.0,JRC
Iceland,IS,ISL,356991,2020-08-17,1.0,0.0,Country_Website
Ireland,IE,IRL,4904240,2020-08-17,21.0,8.0,Country_Website
Italy,IT,ITA,60359546,2020-08-17,868.0,58.0,Country_Github
Latvia,LV,LVA,1919968,2020-08-17,5.0,,Country_Website
Luxembourg,LU,LUX,613894,2020-08-17,32.0,4.0,Country_Website
Netherlands,NL,NLD,17282163,2020-08-17,,52.0,Other Website
Norway,NO,NOR,5328212,2020-08-17,14.0,,Country_API
Poland,PL,POL,37972812,2020-08-17,2040.0,,Country_Website
Portugal,PT,PRT,10276617,2020-08-17,336.0,39.0,Country_Website
Romania,RO,ROU,19414458,2020-08-17,,497.0,Country_Website
Slovakia,SK,SVK,5450421,2020-08-17,53.0,,JRC
Slovenia,SI,SVN,2080908,2020-08-17,19.0,3.0,Country_Github
United Kingdom,UK,GBR,66647112,2020-08-17,919.0,,Country_Website
Austria,AT,AUT,8858775,2020-08-16,84.0,19.0,Country_Website
Belgium,BE,BEL,11455519,2020-08-16,337.0,86.0,Country_Website
Bulgaria,BG,BGR,7000039,2020-08-16,811.0,55.0,External_Github
Croatia,HR,HRV,4076246,2020-08-16,126.0,,Country_Website
Czechia,CZ,CZE,10649800,2020-08-16,103.0,26.0,Country_Website
Denmark,DK,DNK,5806081,2020-08-16,12.0,0.0,Country_Website
Estonia,EE,EST,1324820,2020-08-16,6.0,1.0,Country_API
France,FR,FRA,67012883,2020-08-16,4820.0,353.0,Country_Website
Hungary,HU,HUN,9772756,2020-08-16,62.0,6.0,JRC
Ireland,IE,IRL,4904240,2020-08-16,16.0,8.0,Country_Website
Italy,IT,ITA,60359546,2020-08-16,843.0,56.0,Country_Github
Latvia,LV,LVA,1919968,2020-08-16,4.0,,Surveillance
Luxembourg,LU,LUX,613894,2020-08-16,37.0,3.0,Country_Website
Netherlands,NL,NLD,17282163,2020-08-16,,43.0,Other Website
Poland,PL,POL,37972812,2020-08-16,2035.0,,Country_Website
Portugal,PT,PRT,10276617,2020-08-16,325.0,39.0,Country_Website
Romania,RO,ROU,19414458,2020-08-16,,479.0,Country_Website
Slovakia,SK,SVK,5450421,2020-08-16,53.0,,JRC
Slovenia,SI,SVN,2080908,2020-08-16,17.0,3.0,Country_Github
United Kingdom,UK,GBR,66647112,2020-08-16,916.0,,Country_Website
Austria,AT,AUT,8858775,2020-08-15,104.0,21.0,Country_Website
Belgium,BE,BEL,11455519,2020-08-15,309.0,82.0,Country_Website
Bulgaria,BG,BGR,7000039,2020-08-15,811.0,58.0,External_Github
Croatia,HR,HRV,4076246,2020-08-15,118.0,,Country_Website
Czechia,CZ,CZE,10649800,2020-08-15,104.0,27.0,Country_Website
Denmark,DK,DNK,5806081,2020-08-15,14.0,0.0,Country_Website
Estonia,EE,EST,1324820,2020-08-15,7.0,1.0,Country_API
France,FR,FRA,67012883,2020-08-15,4817.0,353.0,Country_Website
Hungary,HU,HUN,9772756,2020-08-15,63.0,6.0,JRC
Ireland,IE,IRL,4904240,2020-08-15,15.0,8.0,Country_Website
Italy,IT,ITA,60359546,2020-08-15,819.0,55.0,Country_Github
Latvia,LV,LVA,1919968,2020-08-15,4.0,,Surveillance
Luxembourg,LU,LUX,613894,2020-08-15,32.0,3.0,Country_Website
Netherlands,NL,NLD,17282163,2020-08-15,,42.0,Other Website
Poland,PL,POL,37972812,2020-08-15,2028.0,,Country_Website
Portugal,PT,PRT,10276617,2020-08-15,320.0,37.0,Country_Website
Slovakia,SK,SVK,5450421,2020-08-15,50.0,,JRC
Slovenia,SI,SVN,2080908,2020-08-15,16.0,3.0,Country_Github
United Kingdom,UK,GBR,66647112,2020-08-15,911.0,,Country_Website
Austria,AT,AUT,8858775,2020-08-14,110.0,19.0,Country_Website
Belgium,BE,BEL,11455519,2020-08-14,312.0,80.0,Country_Website
Bulgaria,BG,BGR,7000039,2020-08-14,824.0,63.0,External_Github
Croatia,HR,HRV,4076246,2020-08-14,106.0,,Country_Website
Czechia,CZ,CZE,10649800,2020-08-14,113.0,25.0,Country_Website
Denmark,DK,DNK,5806081,2020-08-14,14.0,1.0,Country_Website
Estonia,EE,EST,1324820,2020-08-14,8.0,1.0,Country_API
Finland,FI,FIN,5517919,2020-08-14,6.0,0.0,External_Github
France,FR,FRA,67012883,2020-08-14,4788.0,344.0,Country_Website
Hungary,HU,HUN,9772756,2020-08-14,64.0,6.0,JRC
Iceland,IS,ISL,356991,2020-08-14,1.0,0.0,Country_Website
Ireland,IE,IRL,4904240,2020-08-14,11.0,8.0,Country_Website
Italy,IT,ITA,60359546,2020-08-14,827.0,56.0,Country_Github
Latvia,LV,LVA,1919968,2020-08-14,3.0,,Surveillance
Luxembourg,LU,LUX,613894,2020-08-14,44.0,4.0,Country_Website
Netherlands,NL,NLD,17282163,2020-08-14,,44.0,Other Website
Norway,NO,NOR,5328212,2020-08-14,8.0,,Country_API
Poland,PL,POL,37972812,2020-08-14,2040.0,,Country_Website
Portugal,PT,PRT,10276617,2020-08-14,348.0,41.0,Country_Website
Romania,RO,ROU,19414458,2020-08-14,,473.0,Country_Website
Slovakia,SK,SVK,5450421,2020-08-14,51.0,,JRC
Slovenia,SI,SVN,2080908,2020-08-14,18.0,3.0,Country_Github
United Kingdom,UK,GBR,66647112,2020-08-14,932.0,,Country_Website
Austria,AT,AUT,8858775,2020-08-13,114.0,22.0,Country_Website
Belgium,BE,BEL,11455519,2020-08-13,309.0,74.0,Country_Website
Bulgaria,BG,BGR,7000039,2020-08-13,834.0,63.0,External_Github
Croatia,HR,HRV,4076246,2020-08-13,115.0,,Country_Website
Czechia,CZ,CZE,10649800,2020-08-13,105.0,24.0,Country_Website
Denmark,DK,DNK,5806081,2020-08-13,13.0,1.0,Country_Website
Estonia,EE,EST,1324820,2020-08-13,8.0,1.0,Country_API
France,FR,FRA,67012883,2020-08-13,4824.0,351.0,Country_Website
Hungary,HU,HUN,9772756,2020-08-13,66.0,5.0,JRC
Iceland,IS,ISL,356991,2020-08-13,1.0,0.0,Country_Website
Ireland,IE,IRL,4904240,2020-08-13,12.0,6.0,Country_Website
Italy,IT,ITA,60359546,2020-08-13,841.0,55.0,Country_Github
Latvia,LV,LVA,1919968,2020-08-13,3.0,,Surveillance
Luxembourg,LU,LUX,613894,2020-08-13,38.0,3.0,Country_Website
Netherlands,NL,NLD,17282163,2020-08-13,,39.0,Other Website
Norway,NO,NOR,5328212,2020-08-13,12.0,,Country_API
Poland,PL,POL,37972812,2020-08-13,2059.0,,Country_Website
Portugal,PT,PRT,10276617,2020-08-13,358.0,39.0,Country_Website
Romania,RO,ROU,19414458,2020-08-13,,478.0,Country_Website
Slovakia,SK,SVK,5450421,2020-08-13,57.0,,JRC
Slovenia,SI,SVN,2080908,2020-08-13,19.0,3.0,Country_Github
United Kingdom,UK,GBR,66647112,2020-08-13,944.0,,Country_Website
Austria,AT,AUT,8858775,2020-08-12,118.0,25.0,Country_Website
Belgium,BE,BEL,11455519,2020-08-12,301.0,76.0,Country_Website
Bulgaria,BG,BGR,7000039,2020-08-12,861.0,64.0,External_Github
Croatia,HR,HRV,4076246,2020-08-12,117.0,,Country_Website
Czechia,CZ,CZE,10649800,2020-08-12,101.0,22.0,Country_Website
Denmark,DK,DNK,5806081,2020-08-12,16.0,1.0,Country_Website
Estonia,EE,EST,1324820,2020-08-12,8.0,2.0,Country_API
Finland,FI,FIN,5517919,2020-08-12,7.0,1.0,External_Github
France,FR,FRA,67012883,2020-08-12,4850.0,355.0,Country_Website
Hungary,HU,HUN,9772756,2020-08-12,64.0,5.0,JRC
Iceland,IS,ISL,356991,2020-08-12,1.0,1.0,Country_Website
Ireland,IE,IRL,4904240,2020-08-12,13.0,6.0,Country_Website
Italy,IT,ITA,60359546,2020-08-12,832.0,53.0,Country_Github
Latvia,LV,LVA,1919968,2020-08-12,6.0,,Surveillance
Luxembourg,LU,LUX,613894,2020-08-12,38.0,1.0,Country_Website
Netherlands,NL,NLD,17282163,2020-08-12,,42.0,Other Website
Norway,NO,NOR,5328212,2020-08-12,15.0,,Country_API
Poland,PL,POL,37972812,2020-08-12,2021.0,,Country_Website
Portugal,PT,PRT,10276617,2020-08-12,367.0,40.0,Country_Website
Romania,RO,ROU,19414458,2020-08-12,,485.0,Country_Website
Slovakia,SK,SVK,5450421,2020-08-12,58.0,,JRC
Slovenia,SI,SVN,2080908,2020-08-12,23.0,2.0,Country_Github
United Kingdom,UK,GBR,66647112,2020-08-12,937.0,,Country_Website
Austria,AT,AUT,8858775,2020-08-11,119.0,25.0,Country_Website
Belgium,BE,BEL,11455519,2020-08-11,307.0,77.0,Country_Website
Bulgaria,BG,BGR,7000039,2020-08-11,854.0,54.0,External_Github
Croatia,HR,HRV,4076246,2020-08-11,115.0,,Country_Website
Czechia,CZ,CZE,10649800,2020-08-11,110.0,23.0,Country_Website
Denmark,DK,DNK,5806081,2020-08-11,20.0,2.0,Country_Website
Estonia,EE,EST,1324820,2020-08-11,9.0,2.0,Country_API
France,FR,FRA,67012883,2020-08-11,4971.0,367.0,Country_Website
Hungary,HU,HUN,9772756,2020-08-11,62.0,5.0,JRC
Iceland,IS,ISL,356991,2020-08-11,1.0,1.0,Country_Website
Ireland,IE,IRL,4904240,2020-08-11,14.0,5.0,Country_Website
Italy,IT,ITA,60359546,2020-08-11,850.0,49.0,Country_Github
Latvia,LV,LVA,1919968,2020-08-11,6.0,,Surveillance
Luxembourg,LU,LUX,613894,2020-08-11,44.0,3.0,Country_Website
Netherlands,NL,NLD,17282163,2020-08-11,,42.0,Other Website
Norway,NO,NOR,5328212,2020-08-11,15.0,,Country_API
Poland,PL,POL,37972812,2020-08-11,1985.0,,Country_Website
Portugal,PT,PRT,10276617,2020-08-11,365.0,35.0,Country_Website
Romania,RO,ROU,19414458,2020-08-11,,485.0,Country_Website
Slovakia,SK,SVK,5450421,2020-08-11,41.0,,JRC
Slovenia,SI,SVN,2080908,2020-08-11,23.0,2.0,Country_Github
United Kingdom,UK,GBR,66647112,2020-08-11,965.0,,Country_Website
Austria,AT,AUT,8858775,2020-08-10,116.0,24.0,Country_Website
Belgium,BE,BEL,11455519,2020-08-10,312.0,73.0,Country_Website
Bulgaria,BG,BGR,7000039,2020-08-10,849.0,54.0,External_Github
Croatia,HR,HRV,4076246,2020-08-10,124.0,,Country_Website
Czechia,CZ,CZE,10649800,2020-08-10,112.0,22.0,Country_Website
Denmark,DK,DNK,5806081,2020-08-10,23.0,2.0,Country_Website
Estonia,EE,EST,1324820,2020-08-10,9.0,2.0,Country_API
Finland,FI,FIN,5517919,2020-08-10,5.0,1.0,External_Github
France,FR,FRA,67012883,2020-08-10,5004.0,372.0,Country_Website
Hungary,HU,HUN,9772756,2020-08-10,61.0,6.0,JRC
Iceland,IS,ISL,356991,2020-08-10,2.0,1.0,Country_Website
Ireland,IE,IRL,4904240,2020-08-10,12.0,7.0,Country_Website
Italy,IT,ITA,60359546,2020-08-10,825.0,46.0,Country_Github
Latvia,LV,LVA,1919968,2020-08-10,8.0,,Surveillance
Luxembourg,LU,LUX,613894,2020-08-10,45.0,4.0,Country_Website
Netherlands,NL,NLD,17282163,2020-08-10,,39.0,Other Website
Norway,NO,NOR,5328212,2020-08-10,16.0,,Country_API
Poland,PL,POL,37972812,2020-08-10,1929.0,,Country_Website
Portugal,PT,PRT,10276617,2020-08-10,374.0,29.0,Country_Website
Romania,RO,ROU,19414458,2020-08-10,,476.0,Country_Website
Slovakia,SK,SVK,5450421,2020-08-10,45.0,,JRC
Slovenia,SI,SVN,2080908,2020-08-10,24.0,3.0,Country_Github
United Kingdom,UK,GBR,66647112,2020-08-10,1012.0,,Country_Website
Austria,AT,AUT,8858775,2020-08-09,121.0,22.0,Country_Website
Belgium,BE,BEL,11455519,2020-08-09,285.0,69.0,Country_Website
Bulgaria,BG,BGR,7000039,2020-08-09,848.0,55.0,External_Github
Croatia,HR,HRV,4076246,2020-08-09,121.0,,Country_Website
Czechia,CZ,CZE,10649800,2020-08-09,107.0,17.0,Country_Website
Denmark,DK,DNK,5806081,2020-08-09,20.0,2.0,Country_Website
Estonia,EE,EST,1324820,2020-08-09,8.0,2.0,Country_API
France,FR,FRA,67012883,2020-08-09,4992.0,368.0,Country_Website
Hungary,HU,HUN,9772756,2020-08-09,73.0,6.0,JRC
Iceland,IS,ISL,356991,2020-08-09,2.0,1.0,Country_Website
Ireland,IE,IRL,4904240,2020-08-09,13.0,6.0,Country_Website
Italy,IT,ITA,60359546,2020-08-09,808.0,45.0,Country_Github
Latvia,LV,LVA,1919968,2020-08-09,7.0,,Surveillance
Luxembourg,LU,LUX,613894,2020-08-09,41.0,6.0,Country_Website
Netherlands,NL,NLD,17282163,2020-08-09,,40.0,Other Website
Poland,PL,POL,37972812,2020-08-09,1930.0,,Country_Website
Portugal,PT,PRT,10276617,2020-08-09,366.0,33.0,Country_Website
Romania,RO,ROU,19414458,2020-08-09,,458.0,Country_Website
Slovakia,SK,SVK,5450421,2020-08-09,43.0,,JRC
Slovenia,SI,SVN,2080908,2020-08-09,24.0,3.0,Country_Github
United Kingdom,UK,GBR,66647112,2020-08-09,909.0,,Country_Website
Austria,AT,AUT,8858775,2020-08-08,120.0,24.0,Country_Website
Belgium,BE,BEL,11455519,2020-08-08,281.0,67.0,Country_Website
Bulgaria,BG,BGR,7000039,2020-08-08,857.0,55.0,External_Github
Croatia,HR,HRV,4076246,2020-08-08,120.0,,Country_Website
Czechia,CZ,CZE,10649800,2020-08-08,104.0,16.0,Country_Website
Denmark,DK,DNK,5806081,2020-08-08,21.0,2.0,Country_Website
Estonia,EE,EST,1324820,2020-08-08,8.0,2.0,Country_API
France,FR,FRA,67012883,2020-08-08,4981.0,366.0,Country_Website
Hungary,HU,HUN,9772756,2020-08-08,69.0,6.0,JRC
Ireland,IE,IRL,4904240,2020-08-08,12.0,6.0,Country_Website
Italy,IT,ITA,60359546,2020-08-08,814.0,43.0,Country_Github
Latvia,LV,LVA,1919968,2020-08-08,7.0,,Surveillance
Luxembourg,LU,LUX,613894,2020-08-08,47.0,8.0,Country_Website
Netherlands,NL,NLD,17282163,2020-08-08,,35.0,Other Website
Poland,PL,POL,37972812,2020-08-08,1928.0,,Country_Website
Portugal,PT,PRT,10276617,2020-08-08,357.0,33.0,Country_Website
Romania,RO,ROU,19414458,2020-08-08,,448.0,Country_Website
Slovakia,SK,SVK,5450421,2020-08-08,40.0,,JRC
Slovenia,SI,SVN,2080908,2020-08-08,22.0,3.0,Country_Github
United Kingdom,UK,GBR,66647112,2020-08-08,934.0,,Country_Website
Austria,AT,AUT,8858775,2020-08-07,118.0,25.0,Country_Website
Belgium,BE,BEL,11455519,2020-08-07,285.0,69.0,Country_Website
Bulgaria,BG,BGR,7000039,2020-08-07,874.0,47.0,External_Github
Croatia,HR,HRV,4076246,2020-08-07,122.0,,Country_Website
Czechia,CZ,CZE,10649800,2020-08-07,106.0,16.0,Country_Website
Denmark,DK,DNK,5806081,2020-08-07,25.0,2.0,Country_Website
Estonia,EE,EST,1324820,2020-08-07,8.0,1.0,Country_API
Finland,FI,FIN,5517919,2020-08-07,3.0,0.0,External_Github
France,FR,FRA,67012883,2020-08-07,4970.0,359.0,Country_Website
Hungary,HU,HUN,9772756,2020-08-07,72.0,6.0,JRC
Iceland,IS,ISL,356991,2020-08-07,1.0,1.0,Country_Website
Ireland,IE,IRL,4904240,2020-08-07,11.0,5.0,Country_Website
Italy,IT,ITA,60359546,2020-08-07,821.0,42.0,Country_Github
Latvia,LV,LVA,1919968,2020-08-07,5.0,,Surveillance
Luxembourg,LU,LUX,613894,2020-08-07,49.0,8.0,Country_Website
Netherlands,NL,NLD,17282163,2020-08-07,,35.0,Other Website
Norway,NO,NOR,5328212,2020-08-07,15.0,,Country_API
Poland,PL,POL,37972812,2020-08-07,1928.0,,Country_Website
Portugal,PT,PRT,10276617,2020-08-07,356.0,36.0,Country_Website
Romania,RO,ROU,19414458,2020-08-07,,446.0,Country_Website
Slovakia,SK,SVK,5450421,2020-08-07,41.0,,JRC
Slovenia,SI,SVN,2080908,2020-08-07,24.0,4.0,Country_Github
United Kingdom,UK,GBR,66647112,2020-08-07,1013.0,,Country_Website
Austria,AT,AUT,8858775,2020-08-06,117.0,25.0,Country_Website
Belgium,BE,BEL,11455519,2020-08-06,278.0,65.0,Country_Website
Bulgaria,BG,BGR,7000039,2020-08-06,872.0,44.0,External_Github
Croatia,HR,HRV,4076246,2020-08-06,110.0,,Country_Website
Czechia,CZ,CZE,10649800,2020-08-06,106.0,14.0,Country_Website
Denmark,DK,DNK,5806081,2020-08-06,24.0,2.0,Country_Website
Estonia,EE,EST,1324820,2020-08-06,9.0,1.0,Country_API
France,FR,FRA,67012883,2020-08-06,5019.0,366.0,Country_Website
Hungary,HU,HUN,9772756,2020-08-06,74.0,8.0,JRC
Iceland,IS,ISL,356991,2020-08-06,0.0,0.0,Country_Website
Ireland,IE,IRL,4904240,2020-08-06,10.0,5.0,Country_Website
Italy,IT,ITA,60359546,2020-08-06,804.0,42.0,Country_Github
Latvia,LV,LVA,1919968,2020-08-06,6.0,,Surveillance
Luxembourg,LU,LUX,613894,2020-08-06,48.0,6.0,Country_Website
Netherlands,NL,NLD,17282163,2020-08-06,,35.0,Other Website
Norway,NO,NOR,5328212,2020-08-06,14.0,,Country_API
Poland,PL,POL,37972812,2020-08-06,1913.0,,Country_Website
Portugal,PT,PRT,10276617,2020-08-06,369.0,42.0,Country_Website
Romania,RO,ROU,19414458,2020-08-06,,458.0,Country_Website
Slovakia,SK,SVK,5450421,2020-08-06,29.0,,JRC
Slovenia,SI,SVN,2080908,2020-08-06,24.0,3.0,Country_Github
United Kingdom,UK,GBR,66647112,2020-08-06,1081.0,,Country_Website
Austria,AT,AUT,8858775,2020-08-05,115.0,25.0,Country_Website
Belgium,BE,BEL,11455519,2020-08-05,293.0,61.0,Country_Website
Bulgaria,BG,BGR,7000039,2020-08-05,847.0,41.0,External_Github
Croatia,HR,HRV,4076246,2020-08-05,111.0,,Country_Website
Czechia,CZ,CZE,10649800,2020-08-05,111.0,15.0,Country_Website
Denmark,DK,DNK,5806081,2020-08-05,23.0,2.0,Country_Website
Estonia,EE,EST,1324820,2020-08-05,9.0,1.0,Country_API
Finland,FI,FIN,5517919,2020-08-05,6.0,0.0,External_Github
France,FR,FRA,67012883,2020-08-05,5107.0,360.0,Country_Website
Hungary,HU,HUN,9772756,2020-08-05,72.0,7.0,JRC
Iceland,IS,ISL,356991,2020-08-05,1.0,0.0,Surveillance
Ireland,IE,IRL,4904240,2020-08-05,17.0,6.0,Country_Website
Italy,IT,ITA,60359546,2020-08-05,805.0,41.0,Country_Github
Latvia,LV,LVA,1919968,2020-08-05,6.0,,Surveillance
Luxembourg,LU,LUX,613894,2020-08-05,51.0,9.0,Country_Website
Netherlands,NL,NLD,17282163,2020-08-05,,33.0,Other Website
Norway,NO,NOR,5328212,2020-08-05,11.0,,Country_API
Poland,PL,POL,37972812,2020-08-05,1898.0,,Country_Website
Portugal,PT,PRT,10276617,2020-08-05,384.0,41.0,Country_Website
Romania,RO,ROU,19414458,2020-08-05,,464.0,Country_Website
Slovakia,SK,SVK,5450421,2020-08-05,29.0,,JRC
Slovenia,SI,SVN,2080908,2020-08-05,22.0,3.0,Country_Github
United Kingdom,UK,GBR,66647112,2020-08-05,1113.0,,Country_Website
Austria,AT,AUT,8858775,2020-08-04,107.0,23.0,Country_Website
Belgium,BE,BEL,11455519,2020-08-04,265.0,63.0,Country_Website
Bulgaria,BG,BGR,7000039,2020-08-04,823.0,43.0,External_Github
Croatia,HR,HRV,4076246,2020-08-04,117.0,,Country_Website
Czechia,CZ,CZE,10649800,2020-08-04,116.0,13.0,Country_Website
Denmark,DK,DNK,5806081,2020-08-04,24.0,3.0,Country_Website
Estonia,EE,EST,1324820,2020-08-04,9.0,2.0,Country_API
Finland,FI,FIN,5517919,2020-08-04,6.0,1.0,External_Github
France,FR,FRA,67012883,2020-08-04,5121.0,364.0,Country_Website
Hungary,HU,HUN,9772756,2020-08-04,75.0,7.0,JRC
Iceland,IS,ISL,356991,2020-08-04,1.0,0.0,Surveillance
Ireland,IE,IRL,4904240,2020-08-04,14.0,5.0,Country_Website
Italy,IT,ITA,60359546,2020-08-04,802.0,41.0,Country_Github
Latvia,LV,LVA,1919968,2020-08-04,6.0,,Surveillance
Luxembourg,LU,LUX,613894,2020-08-04,47.0,5.0,Country_Website
Netherlands,NL,NLD,17282163,2020-08-04,,34.0,Other Website
Norway,NO,NOR,5328212,2020-08-04,12.0,,Country_API
Poland,PL,POL,37972812,2020-08-04,1859.0,,Country_Website
Portugal,PT,PRT,10276617,2020-08-04,401.0,44.0,Country_Website
Romania,RO,ROU,19414458,2020-08-04,,436.0,Country_Website
Slovakia,SK,SVK,5450421,2020-08-04,23.0,,JRC
Slovenia,SI,SVN,2080908,2020-08-04,22.0,2.0,Country_Github
United Kingdom,UK,GBR,66647112,2020-08-04,1137.0,,Country_Website
Austria,AT,AUT,8858775,2020-08-03,113.0,21.0,Country_Website
Belgium,BE,BEL,11455519,2020-08-03,290.0,54.0,Country_Website
Bulgaria,BG,BGR,7000039,2020-08-03,814.0,46.0,External_Github
Croatia,HR,HRV,4076246,2020-08-03,130.0,,Country_Website
Czechia,CZ,CZE,10649800,2020-08-03,114.0,16.0,Country_Website
Denmark,DK,DNK,5806081,2020-08-03,24.0,2.0,Country_Website
Estonia,EE,EST,1324820,2020-08-03,8.0,2.0,Country_API
Finland,FI,FIN,5517919,2020-08-03,9.0,0.0,External_Github
France,FR,FRA,67012883,2020-08-03,5157.0,360.0,Country_Website
Hungary,HU,HUN,9772756,2020-08-03,74.0,7.0,JRC
Ireland,IE,IRL,4904240,2020-08-03,10.0,5.0,Country_Website
Italy,IT,ITA,60359546,2020-08-03,775.0,41.0,Country_Github
Latvia,LV,LVA,1919968,2020-08-03,6.0,,Surveillance
Luxembourg,LU,LUX,613894,2020-08-03,59.0,7.0,Country_Website
Netherlands,NL,NLD,17282163,2020-08-03,,33.0,Other Website
Norway,NO,NOR,5328212,2020-08-03,14.0,,Country_API
Poland,PL,POL,37972812,2020-08-03,1841.0,,Country_Website
Portugal,PT,PRT,10276617,2020-08-03,390.0,42.0,Country_Website
Romania,RO,ROU,19414458,2020-08-03,,419.0,Country_Website
Slovakia,SK,SVK,5450421,2020-08-03,29.0,,JRC
Slovenia,SI,SVN,2080908,2020-08-03,20.0,1.0,Country_Github
United Kingdom,UK,GBR,66647112,2020-08-03,1167.0,,Country_Website
Austria,AT,AUT,8858775,2020-08-02,93.0,20.0,Country_Website
Belgium,BE,BEL,11455519,2020-08-02,271.0,58.0,Country_Website
Bulgaria,BG,BGR,7000039,2020-08-02,793.0,43.0,External_Github
Croatia,HR,HRV,4076246,2020-08-02,131.0,,Country_Website
Czechia,CZ,CZE,10649800,2020-08-02,110.0,19.0,Country_Website
Denmark,DK,DNK,5806081,2020-08-02,20.0,2.0,Country_Website
Estonia,EE,EST,1324820,2020-08-02,5.0,1.0,Country_API
France,FR,FRA,67012883,2020-08-02,5188.0,345.0,Country_Website
Hungary,HU,HUN,9772756,2020-08-02,71.0,7.0,JRC
Ireland,IE,IRL,4904240,2020-08-02,10.0,4.0,Country_Website
Italy,IT,ITA,60359546,2020-08-02,750.0,42.0,Country_Github
Latvia,LV,LVA,1919968,2020-08-02,4.0,,Surveillance
Luxembourg,LU,LUX,613894,2020-08-02,61.0,7.0,Country_Website
Netherlands,NL,NLD,17282163,2020-08-02,,30.0,Other Website
Poland,PL,POL,37972812,2020-08-02,1835.0,,Country_Website
Portugal,PT,PRT,10276617,2020-08-02,378.0,41.0,Country_Website
Romania,RO,ROU,19414458,2020-08-02,,412.0,Country_Website
Slovakia,SK,SVK,5450421,2020-08-02,29.0,,JRC
Slovenia,SI,SVN,2080908,2020-08-02,22.0,2.0,Country_Github
United Kingdom,UK,GBR,66647112,2020-08-02,1167.0,,Country_Website
Austria,AT,AUT,8858775,2020-08-01,89.0,19.0,Country_Website
Belgium,BE,BEL,11455519,2020-08-01,259.0,56.0,Country_Website
Bulgaria,BG,BGR,7000039,2020-08-01,778.0,42.0,External_Github
Croatia,HR,HRV,4076246,2020-08-01,127.0,,Country_Website
Czechia,CZ,CZE,10649800,2020-08-01,116.0,19.0,Country_Website
Denmark,DK,DNK,5806081,2020-08-01,16.0,2.0,Country_Website
Estonia,EE,EST,1324820,2020-08-01,5.0,1.0,Country_API
France,FR,FRA,67012883,2020-08-01,5177.0,344.0,Country_Website
Hungary,HU,HUN,9772756,2020-08-01,73.0,6.0,JRC
Ireland,IE,IRL,4904240,2020-08-01,8.0,4.0,Country_Website
Italy,IT,ITA,60359546,2020-08-01,748.0,43.0,Country_Github
Latvia,LV,LVA,1919968,2020-08-01,4.0,,Surveillance
Luxembourg,LU,LUX,613894,2020-08-01,57.0,6.0,Country_Website
Netherlands,NL,NLD,17282163,2020-08-01,,29.0,Other Website
