country,country_code_2_digit,country_code_3_digit,population,cases_count,deaths_count,reported_date,source
the Holy See/ Vatican City State,VA,VAT,809,0,0,2020-07-08,"Epidemic intelligence, national daily data"
Ukraine,UA,UKR,43733759,467,13,2020-04-23,"Epidemic intelligence, national daily data"
Latvia,LV,LVA,1919968,0,0,2020-07-13,"Epidemic intelligence, national daily data"
Slovenia,SI,SVN,2080908,0,0,2020-01-31,"Epidemic intelligence, national daily data"
Isle of Man,,,85032,0,0,2020-10-13,"Epidemic intelligence, national daily data"
Isle of Man,,,85032,10,0,2020-03-30,"Epidemic intelligence, national daily data"
Bulgaria,BG,BGR,7000039,151,8,2020-08-20,"Epidemic intelligence, national daily data"
Turkey,TR,TUR,82003882,0,0,2020-03-05,"Epidemic intelligence, national daily data"
Italy,IT,ITA,60359546,1640,20,2020-09-24,"Epidemic intelligence, national daily data"
North Macedonia,MK,MKD,2077132,36,1,2020-05-10,"Epidemic intelligence, national daily data"
Poland,PL,POL,37972812,170,2,2020-03-27,"Epidemic intelligence, national daily data"
Germany,DE,DEU,83019213,333,11,2020-06-01,"Epidemic intelligence, national daily data"
Estonia,EE,EST,1324820,4,0,2020-07-18,"Epidemic intelligence, national daily data"
Belgium,BE,BEL,11455519,0,0,2020-02-12,"Epidemic intelligence, national daily data"
Guernsey,GG,GGY,64468,0,0,2020-05-25,"Epidemic intelligence, national daily data"
Andorra,AD,AND,76177,81,0,2020-09-19,"Epidemic intelligence, national daily data"
Guernsey,GG,GGY,64468,0,0,2020-08-25,"Epidemic intelligence, national daily data"
Kosovo,,,1798506,49,3,2020-10-08,"Epidemic intelligence, national daily data"
Liechtenstein,LI,LIE,38378,0,0,2020-01-18,"Epidemic intelligence, national daily data"
Portugal,PT,PRT,10276617,135,2,2020-07-21,"Epidemic intelligence, national daily data"
Armenia,AM,ARM,2963234,288,2,2020-08-06,"Epidemic intelligence, national daily data"
Azerbaijan,AZ,AZE,10139175,583,7,2020-07-04,"Epidemic intelligence, national daily data"
Norway,NO,NOR,5328212,38,0,2020-04-27,"Epidemic intelligence, national daily data"
the Holy See/ Vatican City State,VA,VAT,809,0,0,2020-06-04,"Epidemic intelligence, national daily data"
Poland,PL,POL,37972812,605,24,2020-09-16,"Epidemic intelligence, national daily data"
Belarus,BY,BLR,9449321,10,0,2020-03-19,"Epidemic intelligence, national daily data"
Portugal,PT,PRT,10276617,34,0,2020-03-14,"Epidemic intelligence, national daily data"
Netherlands,NL,NLD,17282163,7368,35,2020-10-14,"Epidemic intelligence, national daily data"
Italy,IT,ITA,60359546,379,9,2020-08-01,"Epidemic intelligence, national daily data"
Czechia,CZ,CZE,10649800,75,0,2020-04-30,"Epidemic intelligence, national daily data"
Montenegro,ME,MNE,622182,64,1,2020-08-30,"Epidemic intelligence, national daily data"
Norway,NO,NOR,5328212,50,0,2020-05-07,"Epidemic intelligence, national daily data"
Malta,MT,MLT,493559,0,0,2020-02-25,"Epidemic intelligence, national daily data"
Andorra,AD,AND,76177,26,2,2020-03-30,"Epidemic intelligence, national daily data"
Latvia,LV,LVA,1919968,4,0,2020-06-07,"Epidemic intelligence, national daily data"
Slovenia,SI,SVN,2080908,11,2,2020-05-01,"Epidemic intelligence, national daily data"
San Marino,SM,SMR,34453,0,0,2020-02-04,"Epidemic intelligence, national daily data"
Netherlands,NL,NLD,17282163,852,80,2020-03-26,"Epidemic intelligence, national daily data"
Faroes,,,48865,6,0,2020-03-16,"Epidemic intelligence, national daily data"
Austria,AT,AUT,8858775,0,0,2020-02-06,"Epidemic intelligence, national daily data"
Finland,FI,FIN,5517919,0,0,2020-01-03,"Epidemic intelligence, national daily data"
Isle of Man,,,85032,0,0,2020-09-26,"Epidemic intelligence, national daily data"
Greece,EL,GRC,10724599,269,5,2020-08-29,"Epidemic intelligence, national daily data"
Slovenia,SI,SVN,2080908,399,3,2020-10-14,"Epidemic intelligence, national daily data"
Kosovo,,,1798506,29,0,2020-06-11,"Epidemic intelligence, national daily data"
Luxembourg,LU,LUX,613894,61,0,2020-07-08,"Epidemic intelligence, national daily data"
the Holy See/ Vatican City State,VA,VAT,809,0,0,2020-07-26,"Epidemic intelligence, national daily data"
Azerbaijan,AZ,AZE,10139175,508,6,2020-06-24,"Epidemic intelligence, national daily data"
Jersey,JE,JEY,107796,0,0,2020-09-08,"Epidemic intelligence, national daily data"
Luxembourg,LU,LUX,613894,2,0,2020-03-07,"Epidemic intelligence, national daily data"
Gibraltar,GI,GIB,33691,0,0,2020-08-24,"Epidemic intelligence, national daily data"
Monaco,MC,MCO,33085,0,0,2020-01-26,"Epidemic intelligence, national daily data"
Isle of Man,,,85032,0,0,2020-05-20,"Epidemic intelligence, national daily data"
Finland,FI,FIN,5517919,24,0,2020-08-19,"Epidemic intelligence, national daily data"
Bosnia and Herzegovina,BA,BIH,3280815,716,0,2020-10-19,"Epidemic intelligence, national daily data"
Armenia,AM,ARM,2963234,428,10,2020-06-10,"Epidemic intelligence, national daily data"
Greece,EL,GRC,10724599,21,0,2020-03-17,"Epidemic intelligence, national daily data"
Montenegro,ME,MNE,622182,147,1,2020-09-06,"Epidemic intelligence, national daily data"
Bulgaria,BG,BGR,7000039,51,2,2020-06-16,"Epidemic intelligence, national daily data"
Monaco,MC,MCO,33085,0,0,2020-06-26,"Epidemic intelligence, national daily data"
the Holy See/ Vatican City State,VA,VAT,809,0,0,2020-02-18,"Epidemic intelligence, national daily data"
Cyprus,CY,CYP,875899,130,0,2020-10-25,"Epidemic intelligence, national daily data"
Montenegro,ME,MNE,622182,7,0,2020-06-18,"Epidemic intelligence, national daily data"
Greece,EL,GRC,10724599,2,0,2020-02-28,"Epidemic intelligence, national daily data"
Luxembourg,LU,LUX,613894,0,0,2020-02-13,"Epidemic intelligence, national daily data"
Latvia,LV,LVA,1919968,1,0,2020-07-01,"Epidemic intelligence, national daily data"
Kosovo,,,1798506,0,0,2020-01-23,"Epidemic intelligence, national daily data"
Faroes,,,48865,0,0,2020-03-04,"Epidemic intelligence, national daily data"
Croatia,HR,HRV,4076246,0,0,2020-01-11,"Epidemic intelligence, national daily data"
Armenia,AM,ARM,2963234,203,3,2020-08-28,"Epidemic intelligence, national daily data"
Latvia,LV,LVA,1919968,0,0,2020-08-25,"Epidemic intelligence, national daily data"
Luxembourg,LU,LUX,613894,75,5,2020-04-06,"Epidemic intelligence, national daily data"
Faroes,,,48865,0,0,2020-07-03,"Epidemic intelligence, national daily data"
Serbia,RS,SRB,6963764,54,1,2020-03-26,"Epidemic intelligence, national daily data"
Ireland,IE,IRL,4904240,11,0,2020-07-28,"Epidemic intelligence, national daily data"
Armenia,AM,ARM,2963234,188,4,2020-09-06,"Epidemic intelligence, national daily data"
Azerbaijan,AZ,AZE,10139175,122,0,2020-10-13,"Epidemic intelligence, national daily data"
Germany,DE,DEU,83019213,397,12,2020-07-08,"Epidemic intelligence, national daily data"
Montenegro,ME,MNE,622182,0,0,2020-03-02,"Epidemic intelligence, national daily data"
Czechia,CZ,CZE,10649800,82,3,2020-05-15,"Epidemic intelligence, national daily data"
Ukraine,UA,UKR,43733759,836,15,2020-07-16,"Epidemic intelligence, national daily data"
Ireland,IE,IRL,4904240,519,0,2020-10-06,"Epidemic intelligence, national daily data"
Switzerland,CH,CHE,8544527,251,0,2020-08-16,"Epidemic intelligence, national daily data"
Slovenia,SI,SVN,2080908,36,0,2020-08-27,"Epidemic intelligence, national daily data"
Belgium,BE,BEL,11455519,317,37,2020-05-19,"Epidemic intelligence, national daily data"
Austria,AT,AUT,8858775,137,0,2020-07-27,"Epidemic intelligence, national daily data"
Georgia,GE,GEO,3989175,20,0,2020-08-17,"Epidemic intelligence, national daily data"
Austria,AT,AUT,8858775,38,2,2020-05-27,"Epidemic intelligence, national daily data"
Austria,AT,AUT,8858775,27,1,2020-06-16,"Epidemic intelligence, national daily data"
Estonia,EE,EST,1324820,35,1,2020-03-26,"Epidemic intelligence, national daily data"
Austria,AT,AUT,8858775,67,0,2020-06-27,"Epidemic intelligence, national daily data"
Faroes,,,48865,0,0,2020-03-13,"Epidemic intelligence, national daily data"
Monaco,MC,MCO,33085,0,0,2020-02-15,"Epidemic intelligence, national daily data"
United Kingdom,UK,GBR,66647112,0,0,2020-01-25,"Epidemic intelligence, national daily data"
Iceland,IS,ISL,356991,53,0,2020-04-05,"Epidemic intelligence, national daily data"
Albania,AL,ALB,2862427,12,0,2020-03-13,"Epidemic intelligence, national daily data"
Albania,AL,ALB,2862427,127,4,2020-09-30,"Epidemic intelligence, national daily data"
Poland,PL,POL,37972812,382,14,2020-07-02,"Epidemic intelligence, national daily data"
Slovenia,SI,SVN,2080908,38,2,2020-03-25,"Epidemic intelligence, national daily data"
Sweden,SE,SWE,10230185,340,85,2020-04-06,"Epidemic intelligence, national daily data"
Czechia,CZ,CZE,10649800,0,0,2020-02-25,"Epidemic intelligence, national daily data"
Russia,RU,RUS,145934460,5110,121,2020-09-05,"Epidemic intelligence, national daily data"
San Marino,SM,SMR,34453,8,0,2020-10-22,"Epidemic intelligence, national daily data"
Andorra,AD,AND,76177,0,0,2020-01-24,"Epidemic intelligence, national daily data"
Netherlands,NL,NLD,17282163,163,0,2020-07-24,"Epidemic intelligence, national daily data"
Serbia,RS,SRB,6963764,102,4,2020-05-04,"Epidemic intelligence, national daily data"
Albania,AL,ALB,2862427,123,5,2020-08-03,"Epidemic intelligence, national daily data"
Luxembourg,LU,LUX,613894,109,0,2020-10-14,"Epidemic intelligence, national daily data"
Isle of Man,,,85032,0,0,2020-05-25,"Epidemic intelligence, national daily data"
Luxembourg,LU,LUX,613894,108,2,2020-04-11,"Epidemic intelligence, national daily data"
Slovenia,SI,SVN,2080908,1,0,2020-05-15,"Epidemic intelligence, national daily data"
Liechtenstein,LI,LIE,38378,0,0,2020-09-03,"Epidemic intelligence, national daily data"
Cyprus,CY,CYP,875899,6,0,2020-07-19,"Epidemic intelligence, national daily data"
Greece,EL,GRC,10724599,0,0,2020-01-05,"Epidemic intelligence, national daily data"
Romania,RO,ROU,19414458,388,17,2020-07-01,"Epidemic intelligence, national daily data"
Romania,RO,ROU,19414458,333,12,2020-04-14,"Epidemic intelligence, national daily data"
Cyprus,CY,CYP,875899,10,0,2020-08-21,"Epidemic intelligence, national daily data"
Kosovo,,,1798506,0,0,2020-03-04,"Epidemic intelligence, national daily data"
Montenegro,ME,MNE,622182,20,0,2020-03-25,"Epidemic intelligence, national daily data"
Monaco,MC,MCO,33085,0,0,2020-08-20,"Epidemic intelligence, national daily data"
Cyprus,CY,CYP,875899,2,0,2020-09-02,"Epidemic intelligence, national daily data"
France,FR,FRA,67012883,12148,136,2020-10-03,"Epidemic intelligence, national daily data"
Serbia,RS,SRB,6963764,0,0,2020-03-02,"Epidemic intelligence, national daily data"
Spain,ES,ESP,46937060,0,0,2020-07-12,"Epidemic intelligence, national daily data"
Czechia,CZ,CZE,10649800,5336,23,2020-10-02,"Epidemic intelligence, national daily data"
Montenegro,ME,MNE,622182,17,0,2020-07-23,"Epidemic intelligence, national daily data"
Belgium,BE,BEL,11455519,0,0,2020-01-25,"Epidemic intelligence, national daily data"
Lithuania,LT,LTU,2794184,9,1,2020-04-13,"Epidemic intelligence, national daily data"
Greece,EL,GRC,10724599,0,0,2020-05-02,"Epidemic intelligence, national daily data"
Ukraine,UA,UKR,43733759,478,8,2020-04-26,"Epidemic intelligence, national daily data"
Russia,RU,RUS,145934460,0,0,2020-03-09,"Epidemic intelligence, national daily data"
Netherlands,NL,NLD,17282163,1104,132,2020-03-30,"Epidemic intelligence, national daily data"
Switzerland,CH,CHE,8544527,44,2,2020-06-25,"Epidemic intelligence, national daily data"
North Macedonia,MK,MKD,2077132,178,4,2020-09-21,"Epidemic intelligence, national daily data"
Jersey,JE,JEY,107796,4,0,2020-10-14,"Epidemic intelligence, national daily data"
Azerbaijan,AZ,AZE,10139175,286,8,2020-08-03,"Epidemic intelligence, national daily data"
Serbia,RS,SRB,6963764,233,6,2020-04-28,"Epidemic intelligence, national daily data"
Ireland,IE,IRL,4904240,0,0,2020-01-15,"Epidemic intelligence, national daily data"
Ukraine,UA,UKR,43733759,442,9,2020-05-23,"Epidemic intelligence, national daily data"
Spain,ES,ESP,46937060,444,5,2020-07-02,"Epidemic intelligence, national daily data"
Belarus,BY,BLR,9449321,273,6,2020-07-05,"Epidemic intelligence, national daily data"
Switzerland,CH,CHE,8544527,66,0,2020-08-04,"Epidemic intelligence, national daily data"
Portugal,PT,PRT,10276617,374,3,2020-08-30,"Epidemic intelligence, national daily data"
Faroes,,,48865,0,0,2020-09-29,"Epidemic intelligence, national daily data"
Slovenia,SI,SVN,2080908,0,0,2020-02-04,"Epidemic intelligence, national daily data"
Serbia,RS,SRB,6963764,4,0,2020-03-11,"Epidemic intelligence, national daily data"
Guernsey,GG,GGY,64468,3,0,2020-03-29,"Epidemic intelligence, national daily data"
Sweden,SE,SWE,10230185,554,70,2020-04-03,"Epidemic intelligence, national daily data"
San Marino,SM,SMR,34453,21,0,2020-03-26,"Epidemic intelligence, national daily data"
Netherlands,NL,NLD,17282163,164,15,2020-06-10,"Epidemic intelligence, national daily data"
Guernsey,GG,GGY,64468,0,0,2020-02-03,"Epidemic intelligence, national daily data"
Russia,RU,RUS,145934460,7212,108,2020-09-26,"Epidemic intelligence, national daily data"
San Marino,SM,SMR,34453,0,0,2020-01-14,"Epidemic intelligence, national daily data"
Poland,PL,POL,37972812,18,1,2020-03-13,"Epidemic intelligence, national daily data"
Iceland,IS,ISL,356991,3,0,2020-08-09,"Epidemic intelligence, national daily data"
Latvia,LV,LVA,1919968,2,0,2020-05-10,"Epidemic intelligence, national daily data"
Monaco,MC,MCO,33085,3,0,2020-10-08,"Epidemic intelligence, national daily data"
Luxembourg,LU,LUX,613894,0,0,2020-03-12,"Epidemic intelligence, national daily data"
Moldova,MD,MDA,4033963,247,9,2020-06-22,"Epidemic intelligence, national daily data"
Denmark,DK,DNK,5806081,23,0,2020-03-15,"Epidemic intelligence, national daily data"
Netherlands,NL,NLD,17282163,1,0,2020-02-29,"Epidemic intelligence, national daily data"
Faroes,,,48865,0,0,2020-07-07,"Epidemic intelligence, national daily data"
Slovakia,SK,SVK,5450421,0,0,2020-01-18,"Epidemic intelligence, national daily data"
Iceland,IS,ISL,356991,1,0,2020-05-31,"Epidemic intelligence, national daily data"
Kosovo,,,1798506,83,0,2020-06-19,"Epidemic intelligence, national daily data"
Turkey,TR,TUR,82003882,0,0,2020-02-25,"Epidemic intelligence, national daily data"
Ukraine,UA,UKR,43733759,0,0,2020-03-03,"Epidemic intelligence, national daily data"
Turkey,TR,TUR,82003882,1412,65,2020-09-29,"Epidemic intelligence, national daily data"
Italy,IT,ITA,60359546,0,0,2020-02-01,"Epidemic intelligence, national daily data"
Norway,NO,NOR,5328212,2,0,2020-02-29,"Epidemic intelligence, national daily data"
Latvia,LV,LVA,1919968,1,0,2020-07-22,"Epidemic intelligence, national daily data"
Latvia,LV,LVA,1919968,1,0,2020-07-03,"Epidemic intelligence, national daily data"
Spain,ES,ESP,46937060,383,4,2020-07-08,"Epidemic intelligence, national daily data"
Belarus,BY,BLR,9449321,0,0,2020-01-16,"Epidemic intelligence, national daily data"
Sweden,SE,SWE,10230185,0,0,2020-01-12,"Epidemic intelligence, national daily data"
Denmark,DK,DNK,5806081,73,3,2020-05-21,"Epidemic intelligence, national daily data"
Faroes,,,48865,1,0,2020-04-08,"Epidemic intelligence, national daily data"
United Kingdom,UK,GBR,66647112,371,3,2020-07-28,"Epidemic intelligence, national daily data"
Norway,NO,NOR,5328212,0,0,2020-01-21,"Epidemic intelligence, national daily data"
Switzerland,CH,CHE,8544527,58,7,2020-05-17,"Epidemic intelligence, national daily data"
Slovakia,SK,SVK,5450421,0,0,2020-01-28,"Epidemic intelligence, national daily data"
Netherlands,NL,NLD,17282163,111,0,2020-03-13,"Epidemic intelligence, national daily data"
Lithuania,LT,LTU,2794184,17,1,2020-05-22,"Epidemic intelligence, national daily data"
Russia,RU,RUS,145934460,5212,129,2020-08-09,"Epidemic intelligence, national daily data"
Romania,RO,ROU,19414458,1151,33,2020-07-29,"Epidemic intelligence, national daily data"
Liechtenstein,LI,LIE,38378,3,0,2020-10-20,"Epidemic intelligence, national daily data"
Kosovo,,,1798506,152,9,2020-07-07,"Epidemic intelligence, national daily data"
Bulgaria,BG,BGR,7000039,99,2,2020-08-30,"Epidemic intelligence, national daily data"
Bulgaria,BG,BGR,7000039,0,0,2020-01-06,"Epidemic intelligence, national daily data"
Netherlands,NL,NLD,17282163,278,4,2020-03-17,"Epidemic intelligence, national daily data"
San Marino,SM,SMR,34453,0,0,2020-07-08,"Epidemic intelligence, national daily data"
Belgium,BE,BEL,11455519,182,24,2020-05-28,"Epidemic intelligence, national daily data"
Belarus,BY,BLR,9449321,883,4,2020-06-07,"Epidemic intelligence, national daily data"
Serbia,RS,SRB,6963764,83,1,2020-09-20,"Epidemic intelligence, national daily data"
Switzerland,CH,CHE,8544527,860,8,2020-03-20,"Epidemic intelligence, national daily data"
the Holy See/ Vatican City State,VA,VAT,809,0,0,2020-07-01,"Epidemic intelligence, national daily data"
Croatia,HR,HRV,4076246,31,2,2020-04-24,"Epidemic intelligence, national daily data"
Latvia,LV,LVA,1919968,3,0,2020-09-01,"Epidemic intelligence, national daily data"
Isle of Man,,,85032,0,0,2020-01-11,"Epidemic intelligence, national daily data"
Romania,RO,ROU,19414458,1136,41,2020-09-09,"Epidemic intelligence, national daily data"
Armenia,AM,ARM,2963234,0,0,2020-02-21,"Epidemic intelligence, national daily data"
Armenia,AM,ARM,2963234,17,0,2020-03-17,"Epidemic intelligence, national daily data"
Turkey,TR,TUR,82003882,930,18,2020-06-06,"Epidemic intelligence, national daily data"
Belgium,BE,BEL,11455519,0,0,2020-02-14,"Epidemic intelligence, national daily data"
Malta,MT,MLT,493559,38,1,2020-04-10,"Epidemic intelligence, national daily data"
Bulgaria,BG,BGR,7000039,325,5,2020-07-22,"Epidemic intelligence, national daily data"
Ireland,IE,IRL,4904240,992,31,2020-04-14,"Epidemic intelligence, national daily data"
Gibraltar,GI,GIB,33691,0,0,2020-01-24,"Epidemic intelligence, national daily data"
Italy,IT,ITA,60359546,5959,971,2020-03-28,"Epidemic intelligence, national daily data"
Jersey,JE,JEY,107796,0,0,2020-09-14,"Epidemic intelligence, national daily data"
Poland,PL,POL,37972812,392,14,2020-04-03,"Epidemic intelligence, national daily data"
Turkey,TR,TUR,82003882,1673,55,2020-09-10,"Epidemic intelligence, national daily data"
Gibraltar,GI,GIB,33691,8,0,2020-10-08,"Epidemic intelligence, national daily data"
Jersey,JE,JEY,107796,4,0,2020-10-24,"Epidemic intelligence, national daily data"
